sifra,ime,tipi,efekt,ATK,DEF,level,atribut,summon condition 
27260347,Snake-Eyes Diabellstar,"Effect Monster,Spellcaster","When an attack is declared involving this card and an opponent's monster: You can place this card from the field, and that opponent's monster, face-up in their owners' Spell & Trap Zones as Continuous Spells. While this card is a Continuous Spell: You can target 1 FIRE monster in your GY, except ""Snake-Eyes Diabellstar""; place it face-up in its owner's Spell & Trap Zone as a Continuous Spell, and if you do, Special Summon this card. You can only use each effect of ""Snake-Eyes Diabellstar"" once per turn.                    ",2800,2600,8,FIRE,
58071334,Snake-Eyes Doomed Dragon,"Effect Monster,Dragon","Must be either Fusion Summoned, or Special Summoned by sending 2 face-up Monster Cards from your Spell & Trap Zone to the GY. If this card is Special Summoned: You can target 1 face-up monster on the field; place it face-up in its owner's Spell & Trap Zone as a Continuous Spell. You can only use this effect of ""Snake-Eyes Doomed Dragon"" once per turn.                    ",3000,2500,8,FIRE,"1 ""Snake-Eye"" monster + 1 Illusion monster"
48452496,Snake-Eyes Flameberge Dragon,"Effect Monster,Dragon","You can target 1 face-up monster on the field or in either GY; place it face-up in its owner's Spell & Trap Zone as a Continuous Spell. During your opponent's turn (Quick Effect): You can target 1 Monster Card treated as a Continuous Spell on the field; Special Summon it to your field. If this card is sent from the hand or field to the GY: You can Special Summon 2 Level 1 FIRE monsters from your GY. You can only use each effect of ""Snake-Eyes Flamberge Dragon"" once per turn.                    ",3000,2500,8,FIRE,
90241276,Snake-Eyes Poplar,"Effect Monster,Pyro","If this card is added to your hand, except by drawing it: You can Special Summon this card. If this card is Normal or Special Summoned: You can add 1 ""Snake-Eye"" Spell/Trap from your Deck to your hand. If this card is sent to the GY: You can target 1 FIRE monster in your GY; place it face-up in its owner's Spell & Trap Zone as a Continuous Spell. You can only use each effect of ""Snake-Eyes Poplar"" once per turn.                    ",700,200,1,FIRE,
79415624,Snake-Eyes Vengeance Dragon,"Effect Monster,Dragon","During the Main Phase (Quick Effect): You can target 1 face-up monster on the field or in either GY; place it face-up in its owner's Spell & Trap Zone as a Continuous Spell, also this card cannot use this effect next turn. During the Battle Phase (Quick Effect): You can target 1 monster and 1 Continuous Spell on the field; destroy them. You can only use each effect of ""Snake-Eyes Vengeance Dragon"" once per turn.                    ",3000,2500,12,FIRE,1 Tuner + 1+ non-Tuner monsters
26381750,Soaring Eagle Above the Searing Land,"Tuner Monster,Winged Beast","If this card is sent to the Graveyard for a Synchro Summon while you have 3 or more ""Laval"" cards with different names in your Graveyard: You can Special Summon this card. Then, when this card leaves the field, banish this card.                    ",100,0,1,FIRE,
45985838,Solar Flare Dragon,"Effect Monster,Pyro","While you control another Pyro-Type monster, this card cannot be attacked. Inflict 500 damage to your opponent during the End Phase of your turn.                    ",1500,1000,4,FIRE,
62991792,Soul Resonator,"Effect Monster,Fiend","If this card is Normal or Special Summoned: You can add 1 Level 4 or lower Fiend monster from your Deck to your hand, except ""Soul Resonator"", also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except DARK Synchro Monsters. If a card(s) you control would be destroyed by card effect, while you control ""Red Dragon Archfiend"" or a Synchro Monster that mentions it, you can banish this card from your GY instead. You can only use each effect of ""Soul Resonator"" once per turn.                    ",500,200,3,FIRE,
13522325,Spirit of Flames,"Effect Monster,Pyro",Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE monster from your GY. Gains 300 ATK during your Battle Phase only.                    ,1700,1000,4,FIRE,
02311090,Spright Carrot,"Effect Monster,Thunder","If you control a Level/Link 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Carrot"" once per turn this way. When your opponent activates a Spell/Trap Card or effect (Quick Effect): You can Tribute 1 other Level/Rank/Link 2 monster; negate that effect, then if you Tributed a Rank/Link 2 monster to activate this effect, you can destroy that card. You can only use this effect of ""Spright Carrot"" once per turn.                    ",1000,1900,2,FIRE,
27381364,Spright Elf,"Effect Monster,Thunder","If you control a Level/Link 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Red"" once per turn this way. When your opponent activates a monster effect (Quick Effect): You can Tribute 1 other Level/Rank/Link 2 monster; negate that effect, then if you Tributed a Rank/Link 2 monster to activate this effect, you can destroy that monster. You can only use this effect of ""Spright Red"" once per turn.                    ",1400,1800,,FIRE,
72329844,Spright Sprind,"Effect Monster,Thunder","If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can banish this card and 1 ""Springans"" monster with a different name from your GY; add 1 ""Springans"" card from your Deck to your hand. You can only use each effect of ""Springans Branga"" once per turn.                    ",1400,2500,,FIRE,
67436768,Springans Brothers,"Effect Monster,Machine","If this card is sent from the hand or Deck to the GY: You can target 1 ""Springans"" monster in your GY, except ""Springans Brothers""; Special Summon it in Defense Position. If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can only use each effect of ""Springans Brothers"" once per turn.                    ",300,1800,4,FIRE,
29601381,Springans Captain Sargas,"Effect Monster,Machine",<li> This card gains 500 ATK.                    ,1500,2800,8,FIRE,"If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. During your opponent's turn (Quick Effect): You can detach 1 material from an Xyz Monster you control, then target 1 face-up card on the field; destroy it. You can only use each of the previous effects of ""Springans Captain Sargas"" once per turn. A ""Springans"" Xyz Monster that has this card as material gains this effect."
48285768,Springans Merrymaker,"Effect Monster,Machine","If this card is Special Summoned from your Extra Deck: You can send 1 ""Springans"" monster from your Deck to the GY. During your opponent's Main or Battle Phase (Quick Effect): You can banish this card until the End Phase, then if you banished this card with 2 or more Xyz Materials, you can also send 1 Fusion Monster from your Extra Deck to the GY that lists ""Fallen of Albaz"" as material. You can only use each effect of ""Springans Merrymaker"" once per turn.                    ",1100,2000,4,FIRE,2 Level 4 monsters
56818977,Springans Pedor,"Effect Monster,Machine","You can Tribute this card, then target 1 ""Springans"" monster in your GY, except ""Springans Pedor""; Special Summon it. If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can only use each effect of ""Springans Pedor"" once per turn.                    ",0,2000,4,FIRE,
20424878,Springans Rockey,"Effect Monster,Machine","If this card is Normal or Special Summoned: You can target 1 ""Great Sand Sea - Gold Golgonda"" or 1 ""Springans"" monster in your GY, except ""Springans Rockey""; add it to your hand. If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can only use each effect of ""Springans Rockey"" once per turn.                    ",1800,800,4,FIRE,
62941499,Springans Ship - Exblowrer,"Effect Monster,Machine","You can choose 1 of your opponent's Monster Zones or Spell & Trap Zones; detach any number of materials from this card, and if you do, destroy the same number of cards your opponent controls in that chosen zone and its adjacent Monster Zones and/or Spell & Trap Zones. During your opponent's Main or Battle Phase (Quick Effect): You can banish this card until the End Phase. You can only use each effect of ""Springans Ship - Exblowrer"" once per turn.                    ",1600,2500,8,FIRE,2+ Level 8 monsters
21088856,Spy-C-Spy,"Effect Monster,Warrior","If this card is Normal Summoned: Look at 1 random card in your opponent's Extra Deck, and if it has 2000 or more ATK, this card gains 1000 ATK. If it has less than 2000 ATK, you gain LP equal to that monster's ATK                    ",1200,1300,3,FIRE,
38783169,Squeaknight,"Effect Monster,Warrior","If this card is Special Summoned: You can activate this effect; treat this card as a Tuner this turn, also you can only Special Summon once from the Extra Deck for the rest of this turn. Once per turn, you can either: Target 1 face-up monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead.                    ",500,500,1,FIRE,
49407319,Star Mine,"Effect Monster,Pyro","You can only Special Summon ""Star Mine(s)"" once per turn. If this card in its owner's possession is destroyed by an opponent's attack or card effect: Take 2000 damage, then inflict 2000 damage to your opponent. If a monster in this card's adjacent zone is destroyed by your opponent's attack or card effect: Destroy this card, and if you do, take 2000 damage, then inflict 2000 damage to your opponent.                    ",2000,200,4,FIRE,1 Tuner + 1+ non-Tuner monsters
03743515,Steamed Sabersaurus,"Effect Monster,Dinosaur","You can detach 1 material from this card; destroy 1 Dinosaur monster in your hand or face-up field, then you can change the battle position of 1 monster on the field. At the start of the Damage Step, if your other Dinosaur monster battles: You can destroy this card, and if you do, that Dinosaur monster gains 2000 ATK until the end of the Battle Phase. You can only use each effect of ""Steamed Sabersaurus"" once per turn.                    ",2000,600,4,FIRE,2 Level 4 monsters
86209650,Stray Asmodian,"Effect Monster,Fiend","When this card is destroyed and sent to the Graveyard by battle, both players gain 800 Life Points.                    ",1300,1700,3,FIRE,
13002451,Strength of Prophecy,"Effect Monster,Spellcaster","Once per turn: You can shuffle 1 ""Spellbook"" Spell Card from your Graveyard into your Deck to target 1 face-up Spellcaster-Type monster on the field; increase its Level by 1 and its ATK by 500.                    ",1500,1400,4,FIRE,
30106950,"Suanni, Fire of the Yang Zing","Effect Monster,Wyrm","When this card you control is destroyed by battle or card effect and sent to your Graveyard: You can Special Summon 1 ""Yang Zing"" monster from your Deck in Defense Position, except ""Suanni, Fire of the Yang Zing"". You can only use this effect of ""Suanni, Fire of the Yang Zing"" once per turn. Once per turn, during your opponent's Main Phase or Battle Phase, you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster using only ""Yang Zing"" monsters you control (this is a Quick Effect). A Synchro Monster that used this card as a Synchro Material gains 500 ATK and DEF.                    ",1900,0,4,FIRE,
54485355,Sublimation Knight,"Effect Monster,Warrior","If this card is Normal or Special Summoned: You can equip 1 FIRE Warrior or 1 Gemini monster from your hand or Deck to this card as an Equip Spell that gives this card 500 ATK. If this card in its owner's control is destroyed by an opponent's card while equipped with a Gemini monster(s): You can Special Summon as many of those Gemini monsters from your GY as possible, as Effect Monsters that gain their effects. You can only use each effect of ""Sublimation Knight"" once per turn.                    ",1300,200,3,FIRE,
57031794,Super Quantal Mech Beast Magnaliger,"Effect Monster,Machine","Cannot attack unless it has Xyz Material. Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster on the field; destroy it. This effect can be activated during either player's turn, if this card has ""Super Quantum Red Layer"" as Xyz Material. Once per turn: You can attach 1 ""Super Quantum"" monster from your hand or field to this card as an Xyz Material.                    ",2600,2000,5,FIRE,2 Level 5 monsters
59975920,Super Quantum Red Layer,"Effect Monster,Warrior","If you control no monsters, you can Special Summon this card (from your hand). You can only use each of these effects of ""Super Quantum Red Layer"" once per turn.<br><li>When this card is Normal or Special Summoned: You can target 1 ""Super Quant"" card in your Graveyard; add it to your hand.<br><li>If this card is sent to the Graveyard: You can target 1 ""Super Quant"" monster in your Graveyard, except ""Super Quantum Red Layer""; Special Summon it, but it cannot activate its effects.                    ",2000,800,5,FIRE,
04786063,Superheavy Samurai Soulfire Suit,"Effect Monster,Machine","You can target 1 ""Superheavy Samurai"" monster you control; equip this monster from your hand or your side of the field to that target. Its Level becomes 5. During either player's turn: You can discard this card, then target 1 Defense Position ""Superheavy Samurai"" monster you control; until the end of this turn, it loses 800 DEF, but cannot be destroyed by battle or by card effects.                    ",800,800,2,FIRE,
31042659,Supreme Sovereign Serpent of Golgonda,"Effect Monster,Reptile","If you have a ""Ryzeal"" monster in your field or GY, you can Special Summon this card (from your hand). If Summoned this way, you cannot Special Summon from the Extra Deck for the rest of this turn, except Rank 4 Xyz Monsters. You can only Special Summon ""Sword Ryzeal"" once per turn this way. If this card is Normal or Special Summoned: You can add 1 LIGHT Pyro monster from your Deck to your hand. You can only use this effect of ""Sword Ryzeal"" once per turn.                    ",0,200,8,FIRE,
47710198,Swordsoul Sinister Sovereign - Qixing Longyuan,"Effect Monster,Wyrm","If you Synchro Summon another Wyrm monster, while this monster is on the field: You can draw 1 card. If your opponent Special Summons a monster(s) (except during the Damage Step): You can banish 1 of those monster(s), and if you do, inflict 1200 damage to your opponent. When your opponent activates a Spell/Trap Card or effect (Quick Effect): You can banish that card, and if you do, inflict 1200 damage to your opponent. You can only use each effect of ""Swordsoul Sinister Sovereign - Qixing Longyuan"" once per turn.                    ",2900,2300,10,FIRE,1 Tuner + 1+ non-Tuner Wyrm monsters
93490856,Swordsoul Strategist Longyuan,"Effect Monster,Wyrm","You can discard 1 other ""Swordsoul"" card or 1 other Wyrm monster; Special Summon this card from your hand, then you can Special Summon 1 ""Swordsoul Token"" (Wyrm/Tuner/WATER/Level 4/ATK 0/DEF 0). While that Token is in the Monster Zone, the player who Summoned it cannot Special Summon monsters from the Extra Deck, except Synchro Monsters. If this card is sent to the GY as Synchro Material: You can inflict 1200 damage to your opponent. You can only use each effect of ""Swordsoul Strategist Longyuan"" once per turn.                    ",1200,2300,6,FIRE,
25824484,Sylvan Hermitree,"Effect Monster,Plant","Once per turn: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard, and if you do, draw 1 card. Otherwise, place it on the bottom of your Deck. If this card is excavated from the Deck and sent to the Graveyard by a card effect: Look at up to 3 cards from the top of your Deck, then place them on the top of the Deck in any order.                    ",2700,1800,8,FIRE,
99641328,Sylvan Komushroomo,"Effect Monster,Plant","When this card is flipped face-up: You can choose a number from 1 to 5, then excavate that many cards from the top of your Deck, send any excavated Plant-Type monsters to the Graveyard, also place the other cards on the bottom of your Deck in any order. If this card is excavated from the Deck and sent to the Graveyard by a card effect: You can target 1 Spell/Trap Card on the field; destroy that target.                    ",100,2000,2,FIRE,
77392987,T.G. Rocket Salamander,"Effect Monster,Pyro","You can Tribute 1 ""T.G."" monster; Special Summon 1 ""T.G."" monster from your Deck with a different original name than that Tributed monster's. If you control a Machine ""T.G."" monster: You can target 1 Level 4 or lower ""T.G."" monster in your GY; Special Summon it in Defense Position, but negate its effects. You can only use each effect of ""T.G. Rocket Salamander"" once per turn.                    ",600,600,1,FIRE,
07020743,Tantrum Toddler,"Effect Monster,Beast","Once per Chain, if a card or effect activation is negated (except during the Damage Step): You can attach up to 1 card each from your GY and your opponent's GY to this card as material. This card gains effects based on the number of materials attached to it.<br><li>1+: Gains 700 ATK/DEF for each material attached to it.<br><li>4+: Cannot be destroyed by battle or card effects.<br><li>8+: (Quick Effect): You can detach 4 materials from this card; destroy all cards on the field.                    ",0,0,1,FIRE,
41589166,Tenkabito Shien,"Effect Monster,Pyro",This card is unaffected by the effects of Trap Cards.                    ,1500,1000,4,FIRE,
91810826,Tenpai Dragon Chundra,"Effect Monster,Dragon","Once per turn, during the Battle Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control. You can only use each of the following effects of ""Tenpai Dragon Chundra"" once per turn. If you control a FIRE Dragon monster: You can Special Summon this card from your hand. At the start of the Damage Step, if a monster battles: You can Special Summon 1 Level 4 or lower FIRE Dragon monster from your Deck, except ""Tenpai Dragon Chundra"".                    ",1500,1000,4,FIRE,
65326118,Tenpai Dragon Fadra,"Effect Monster,Dragon","If this card is Normal or Special Summoned, or at the start of the Damage Step, if a monster battles: You can target 1 Level 4 or lower FIRE Dragon monster in your GY; Special Summon it. You can only use this effect of ""Tenpai Dragon Fadra"" once per turn. Your FIRE Dragon monsters cannot be destroyed by battle. Once per turn, during the Battle Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control.                    ",1600,1000,3,FIRE,
23657016,Tenpai Dragon Genroku,"Effect Monster,Dragon","If this card is added to your hand, except by drawing it: You can Special Summon this card as a Tuner, then you can increase its Level by 1. (Quick Effect): You can Tribute this card; Special Summon 1 ""Tenpai Dragon"" monster from your Deck, except ""Tenpai Dragon Genroku"", also you cannot Special Summon for the rest of this turn, except Dragon monsters. You can only use each effect of ""Tenpai Dragon Genroku"" once per turn.                    ",0,1000,3,FIRE,
39931513,Tenpai Dragon Paidra,"Effect Monster,Dragon","If this card is Normal or Special Summoned: You can add to your hand or Set 1 ""Sangen"" Spell/Trap from your Deck. You can only use this effect of ""Tenpai Dragon Paidra"" once per turn. You take no battle damage from battles involving your FIRE Dragon monsters. Once per turn, during the Battle Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control.                    ",1700,1000,3,FIRE,
60942444,Tenyi Spirit - Mapura,"Effect Monster,Wyrm","If you control no Effect Monsters: You can Special Summon this card from your hand. When your opponent activates a card or effect that targets a face-up non-Effect Monster(s) you control (Quick Effect): You can banish this card from your hand or GY; negate the activation, and if you do, destroy that card. You can only use each effect of ""Tenyi Spirit - Mapura"" once per turn.                    ",600,1500,4,FIRE,
05141117,The Abyss Dragon Swordsoul,"Effect Monster,Wyrm","Cannot be Normal Summoned/Set. Must be Special Summoned by a Wyrm monster's effect. If a monster is banished by card effect (except during the Damage Step): You can Special Summon this card from the GY (if it was there when the monster was banished) or hand (even if not), but banish it when it leaves the field. If this card is Special Summoned: You can target 1 card in the Field Zone and 1 monster your opponent controls or in their GY; banish them. You can only use each effect of ""The Abyss Dragon Swordsoul"" once per turn.                    ",3000,2900,8,FIRE,
15033525,The Blazing Mars,"Effect Monster,Pyro","While this card is in your hand or Graveyard: You can banish 3 other monsters from your Graveyard; Special Summon this card, also you cannot Special Summon other monsters for the rest of this turn. During your Main Phase 1: You can send all other monsters you control to the Graveyard; inflict 500 damage to your opponent for each monster sent to the Graveyard. You can only use each effect of ""The Blazing Mars""once per turn.                    ",2600,2200,8,FIRE,
48386462,The Cuckoo Commanded to Croon,"Effect Monster,Winged Beast","You can activate 1 of these effects;<br><li>Destroy this card, then draw 1 card.<br><li>Discard 1 card, then draw 1 card.<br><li>During the End Phase of this turn, draw 1 card.<br>You can only use this effect of ""The Cuckoo Commanded to Croon"" once per turn.                    ",800,1000,3,FIRE,
90397998,The Six Samurai - Kamon,"Effect Monster,Warrior","Once per turn: You can target 1 face-up Spell/Trap Card; destroy that target. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. This card cannot declare an attack during the turn this effect is activated. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.                    ",1500,1000,3,FIRE,
78243409,The Thing in the Crater,"Effect Monster,Pyro","When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-Type Monster from your hand.                    ",1000,1200,4,FIRE,
54895237,The Weather Painter Sun,"Effect Monster,Fairy","If this card is in your GY: You can send 1 face-up Continuous Spell/Trap you control to the GY; Special Summon this card in Defense Position, and if you do, place 1 ""The Weather"" Spell/Trap from your hand face-up in your Spell & Trap Zone. You can only use this effect of ""The Weather Painter Sun"" once per turn. Once per turn, during the Standby Phase of the turn after this card was banished from the field to activate a ""The Weather"" card's effect: You can Special Summon this banished card.                    ",1600,400,3,FIRE,
84332527,"Therion Bull"" Ain""","Effect Monster,Warrior","You can only use each of the following effects of ""Therion ""Bull"" Ain"" once per turn.<br><li>You can target 1 ""Therion"" monster or 1 Warrior monster in your GY; Special Summon this card from your hand, and if you do, equip that monster to this card.<br><li>You can target 1 ""Therion"" card you control and 1 card your opponent controls; destroy them.<br>A ""Therion"" monster equipped with this card gains 700 ATK, also it can activate the 2nd effect listed above as if it were ""Therion ""Bull"" Ain"".                    ",2100,1600,7,FIRE,
06588580,Thermal Genex,"Effect Monster,Machine","This card gains 200 ATK for each FIRE monster in your Graveyard. If this card destroys an opponent's monster by battle, inflict 200 damage to your opponent for each ""Genex"" monster in your Graveyard.                    ",2400,1200,8,FIRE,Genex Controller + 1 or more FIRE non-Tuner Monsters
26205777,Thestalos the Firestorm Monarch,"Effect Monster,Pyro","If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.                    ",2400,1000,6,FIRE,
69230391,Thestalos the Mega Monarch,"Effect Monster,Pyro","<li>Also, inflict 1000 damage to your opponent after that.                    ",2800,1000,8,FIRE,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. When this card is Tribute Summoned: Look at your opponent's hand and discard 1 card from their hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 200. If this card was Tributed Summoned by Tributing a FIRE monster, add this additional effect."
77832858,Thestalos the Shadowfire Monarch,"Effect Monster,Pyro","<li>Banish 1 card on the field, and if it was a FIRE or DARK Monster Card, inflict damage to your opponent equal to its original Level x 200.                    ",3000,1000,10,FIRE,"You can Tribute Summon this card by Tributing 1 monster your opponent controls and 1 Tribute Summoned monster you control. If this card is Tribute Summoned: You can banish 1 random card from your opponent's hand, and if you do, inflict 1000 damage to your opponent, then, if this card was Tribute Summoned by Tributing a Level 8 or higher Tribute Summoned monster, you can apply this effect."
56346071,Totem Five,"Effect Monster,Rock","If 5 monsters are Special Summoned at the same time, including this card: Destroyas many cards your opponent controls as possible, and if you do, inflict 500 damageto your opponent for each card destroyed.                    ",500,200,3,FIRE,
31241087,Transcendosaurus Meteorus,"Effect Monster,Dinosaur","Cannot be Normal Summoned/Set. Must be Special Summoned by card effect. During your opponent's turn (Quick Effect): You can destroy 2 other Dinosaur monsters in your hand and/or field, and if you do, Special Summon this card from your hand. If this card is Special Summoned: You can send 1 Dinosaur monster from your Deck to the GY. If this card is destroyed: You can shuffle 1 Normal Monster from your GY into the Deck, then you can Special Summon this card. You can only use each effect of ""Transcendosaurus Meteorus"" once per turn.                    ",3500,700,12,FIRE,
47163170,Tri-Brigade Bearbrumm the Rampant Rampager,"Effect Monster,Beast","You can send this card from your hand or field to the GY; send 1 Level 3 or lower Beast, Beast-Warrior, or Winged Beast monster from your Deck to the GY. You can banish any number of Beast, Beast-Warrior, and/or Winged Beast monsters in your GY; Special Summon 1 Beast, Beast-Warrior, or Winged Beast Link Monster from your Extra Deck, with Link Rating equal to the number banished, also you can only use Beast, Beast-Warrior, and Winged Beast monsters as Link Material for the rest of this turn. You can only use each effect of ""Tri-Brigade Fraktall"" once per turn.                    ",1700,1600,,FIRE,
56196385,Tri-Brigade Kitt,"Effect Monster,Beast","You can banish any number of Beast, Beast-Warrior, and/or Winged Beast monsters in your GY; Special Summon 1 Beast, Beast-Warrior, or Winged Beast Link Monster from your Extra Deck, with Link Rating equal to the number banished, also you can only use Beast, Beast-Warrior, and Winged Beast monsters as Link Material for the rest of this turn. If this card is sent to the GY: You can send 1 ""Tri-Brigade"" card from your Deck to the GY, except ""Tri-Brigade Kitt"". You can only use each effect of ""Tri-Brigade Kitt"" once per turn.                    ",700,1000,2,FIRE,
39402797,Trident Dragion,"Effect Monster,Dragon","Must be Synchro Summoned. When this card is Synchro Summoned: You can target up to 2 other cards you control; destroy those targets, and if you do, for each destroyed card, this card gains 1 additional attack during each Battle Phase this turn.                    ",3000,2800,10,FIRE,1 Dragon Tuner + 1+ non-Tuner Dragon-Type monsters
48568432,Trigon,"Union Monster,Dragon","Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, if the equipped monster destroys an opponent's monster by battle, select and Special Summon 1 Level 4 or lower LIGHT Machine-Type monster from your Graveyard. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)                    ",500,1700,3,FIRE,
96746083,"True King Agnimazud, the Vanisher","Effect Monster,Wyrm","If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up on your field, including a FIRE monster, and if you do, Special Summon this card, and if you do that, you can banish 1 monster from your opponent's field or GY, if both the destroyed monsters were FIRE. If this card is destroyed by card effect: You can add 1 non-FIRE Wyrm monster from your GY to your hand. You can only use each effect of ""True King Agnimazud, the Vanisher""once per turn.                    ",2900,1900,9,FIRE,
13574687,Turbo Cannon,"Effect Monster,Machine","Once per turn, you can destroy 1 face-up monster on the field and inflict damage to its controller equal to half of its ATK.                    ",0,0,3,FIRE,Turbo Rocket + 1 or more non-Tuner monsters
16769305,Turbo-Tainted Hot Rod GT19,"Effect Monster,Machine","After this card has been flipped face-up, during any Main Phase (Quick Effect): You can target 1 other face-up monster on either field; immediately after this effect resolves, Synchro Summon 1 monster using only this card and that target. You can only use 1 ""Turbo-Tainted Hot Rod GT19"" effect per turn, and only once that turn.                    ",500,1500,3,FIRE,FLIP: You can declare a Level from 1 to 9; this card becomes that Level until the end of this turn.
78984772,Twin-Headed Fire Dragon,"Normal Monster,Pyro",Two dragons fused as one from the effects of the Big Bang.                    ,2200,1700,6,FIRE,
82035781,Twinheaded Beast,"Effect Monster,Beast",This card can attack twice during the same Battle Phase.                    ,1700,1900,6,FIRE,
56789759,Tyhone #2,"Normal Monster,Dragon",A crimson dragon that spits fireballs to create a blazing sea of fire.                    ,1700,1900,6,FIRE,
94568601,Tyrant Dragon,"Effect Monster,Dragon","During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can attack once again. Negate the effect of any Trap Card that targets this card, and destroy that Trap Card. If this card is Special Summoned from the Graveyard by another card's effect, you must Tribute 1 Dragon-Type monster.                    ",2900,2500,8,FIRE,
60806437,UFO Turtle,"Effect Monster,Machine","When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.                    ",1400,1200,4,FIRE,
09275482,UFOLight,"Effect Monster,Illusion","Your opponent cannot target this card on the field with card effects, except during the Battle Phase. If this card battles a monster, neither can be destroyed by that battle. During the End Phase: You can draw 1 card, then you must banish any number of cards from your hand (min. 1), and if you do, this card gains 500 ATK for each. You can only use this effect of ""UFOLight"" once per turn.                    ",1500,1500,8,FIRE,
67934141,Ultimate Baseball Kid,"Effect Monster,Warrior",Increase the ATK of this card by 1000 points for each FIRE monster on the field other than this card. Send a FIRE monster other than this card to the Graveyard to inflict 500 points of damage to your opponent's Life Points.                    ,500,100,3,FIRE,
00324483,Ultimate Flame Swordsman,"Effect Monster,Warrior","You can target 1 monster your opponent controls; destroy it, and if you do, inflict 500 damage to your opponent. This is a Quick Effect if this card is equipped with an Equip Card. At the start of the Damage Step, if this card battles: You can double this card's ATK until the end of this turn, but if you do, destroy it during the End Phase of this turn. You can only use each effect of ""Ultimate Flame Swordsman"" once per turn.                    ",2800,1600,8,FIRE,"""Flame Swordsman"" + ""Fighting Flame Dragon"""
32240937,Ultimate Obedient Fiend,"Effect Monster,Fiend",This card can only attack if this card is the only card on your side of the field and if you also have no cards in your hand. The effects of Effect Monsters that this card destroys are negated.                    ,3500,3000,10,FIRE,
41165831,Unchained Soul of Sharvara,"Effect Monster,Fiend","During the Main Phase, if this card is in your hand (Quick Effect): You can target 1 Fiend monster or 1 face-down card you control; destroy it, and if you do, Special Summon this card, but while it is face-up in the Monster Zone, you cannot Special Summon monsters, except Fiend monsters. If this card is sent to the GY: You can Set 1 ""Unchained"" Spell/Trap directly from your Deck. You can only use each effect of ""Unchained Soul of Sharvara"" once per turn.                    ",2000,1500,6,FIRE,
26236560,Unchained Twins - Aruha,"Effect Monster,Fiend","You can target 1 card you control; you cannot Special Summon monsters for the rest of this turn, except Fiend monsters, also destroy the targeted card, and if you do, Special Summon this card from your hand. If this card on the field is destroyed by card effect, except ""Unchained Twins - Aruha"", or by battle: You can Special Summon 1 ""Unchained"" monster from your hand or Deck, except ""Unchained Twins - Aruha"". You can only use each effect of ""Unchained Twins - Aruha"" once per turn.                    ",1500,1500,3,FIRE,
08700633,Undaunted Bumpkin Beast,"Effect Monster,Beast","During the Main Phase, if your opponent Special Summoned 3 or more monsters this turn (Quick Effect): You can Special Summon this card from your hand or GY. You can only use this effect of ""Undaunted Bumpkin Beast"" once per turn. While you control no other monsters, this Attack Position card cannot be destroyed by battle.                    ",900,2000,2,FIRE,
24218047,Unmasked Dragon,"Effect Monster,Wyrm",When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Wyrm-Type monster with 1500 or less DEFfrom your Deck.                    ,1400,1100,3,FIRE,
