sifra,ime,tip,efekt 
20994205,Numbers Eveil,normal spell,"If your opponent controls a monster(s) Special Summoned from the Extra Deck and you do not: Choose 4 ""Number"" Xyz Monsters from your Extra Deck with different Ranks, plus a 5th ""Number"" Xyz Monster whose ""Number"" value in its name equals the combined ""Number"" values of the 4 other monsters, Special Summon that 5th ""Number"" monster (this is treated as an Xyz Summon), and attach the 4 chosen monsters to it as material, but you cannot Special Summon monsters, except ""Number"" Xyz Monsters, while you control that face-up monster."
04606229,Numbers Last Hope,normal spell,"(This card is always treated as a ""Galaxy-Eyes"" card.)<br>Pay half your LP, then target 2 monsters in your GY; Special Summon both, but negate their effects, then, immediately after this effect resolves, Xyz Summon 1 ""Number"" Xyz Monster using only those 2 monsters, also for the rest of this turn after this card resolves, you can only Special Summon one more time from the Extra Deck. You can only activate 1 ""Numbers Last Hope"" per turn."
77402960,Numeron Calling,normal spell,"If ""Numeron Network"" is in your Field Zone and you control no monsters: Special Summon up to 4 ""Numeron Gate"" Xyz Monsters with different names from your Extra Deck, but banish them during the End Phase, also you can only Normal or Special Summon once for the rest of this turn."
41850466,Numeron Chaos Ritual,normal spell,"If a face-up ""Number C1: Numeron Chaos Gate Sunya"" you control was destroyed by a monster effect this turn: You can target 1 of your ""Numeron Network"", and 4 of your ""Number"" Xyz Monsters, that are banished or in your GY; Special Summon 1 ""Number C1000: Numerounius"" from the Extra Deck that becomes 10,000 ATK/1000 DEF, and if you do, attach all 5 targets to it as material, also you can only Normal or Special Summon once for the rest of this turn."
46382143,Numeron Creation,normal spell,"(This card is always treated as a ""Galaxy-Eyes"" card.)<br>If 3 or more LIGHT Dragon monsters with 3000 or more original ATK are on the field: Special Summon 1 ""Number"" Dragon Xyz Monster from your Extra Deck, then attach this card on the field to it as material. You can only apply this effect of ""Numeron Creation"" once per turn."
20936251,Numeron Storm,normal spell,"If you control a ""Numerounius"" monster: Destroy as many Spells/Traps your opponent controls as possible (min. 1), and if you do, inflict 1000 damage to your opponent."
63703130,O - Oversoul,normal spell,"Target 1 ""Elemental HERO"" Normal Monster in your GY; Special Summon that target."
72537897,Obedience Schooled,normal spell,"If you control no monsters: Special Summon 3 Level 2 or lower Beast-Type Effect Monsters with different names from your Deck. Their effects are negated, and they are destroyed during the End Phase. If you activate this card, you cannot Special Summon for the rest of this turn, except Beast-Type monsters."
48144509,Odd-Eyes Fusion,normal spell,"Fusion Summon 1 Dragon-Type Fusion Monster from your Extra Deck, using monsters from your hand or your side of the field as Fusion Materials. If your opponent controls 2 or more monsters and you control no monsters, you can also use up to 2 ""Odd-Eyes"" monsters in your Extra Deck as Fusion Materials. You can only activate 1 ""Odd-Eyes Fusion"" per turn."
24050692,Ogdoadic Water Lily,normal spell,"Send 1 Reptile monster from your Deck to the GY, then if you have 5 or more Reptile monsters with different names in your GY, you can Special Summon 1 Reptile monster from your GY. You can only activate 1 ""Ogdoadic Water Lily"" per turn."
74055055,Oil,normal spell,"Target up to 2 Level 4 or lower FIRE monsters with different names in your GY; add them to your hand. You can only activate 1 ""Oil"" per turn."
08251996,Ojama Delta Hurricane!!,normal spell,"You can only activate this card while ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" are face-up on your side of the field. Destroy all cards on your opponent's side of the field."
24643836,Ojamagic,normal spell,"When this card is sent from the hand or the field to the Graveyard, add 1 each of ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" from your Deck to your hand."
02390019,Ojamassimilation,normal spell,"Reveal 1 LIGHT Machine Fusion Monster from your Extra Deck and banish any number of ""Ojama"" monsters from your hand, face-up field, and/or GY; Special Summon Fusion Materials with different names whose names are specifically listed on the card you revealed, from your hand, Deck, and/or GY, equal to the number of monsters banished to activate this effect. You can banish this card from your GY, then target 3 of your banished ""Ojama"" monsters; shuffle them into the Deck, then draw 1 card."
98259197,Ojamuscle,normal spell,"Select 1 face-up ""Ojama King"" on the field. Destroy all monster(s) on the field that include ""Ojama"" in their card name, except the selected ""Ojama King"". Increase the ATK of the selected ""Ojama King"" by 1000 points for each destroyed monster."
54239282,Old Mind,normal spell,"Look at 1 random card in your opponent's hand, then apply 1 of the following effects.<br><li>Discard both that opponent's card and 1 card from your hand of the same type (Monster, Spell, or Trap), then add this card from the field to your opponent's hand, and if you do, draw 1 card.<br><li>Lose 1000 LP.<br>You can only activate 1 ""Old Mind"" per turn."
33782437,One Day of Peace,normal spell,"Each player draws 1 card, and neither player takes damage until the end of the opponent's next turn."
02295440,One for One,normal spell,Send 1 monster from your hand to the GY; Special Summon 1 Level 1 monster from your hand or Deck.
68223137,One-Kuri-Way,normal spell,"Target 1 Link-1 monster in either GY; return it to the Extra Deck or Special Summon it to its owner's field. You can only activate 1 ""One-Kuri-Way"" per turn."
93104632,One-Time Passcode,normal spell,"Special Summon 1 ""Security Token"" (Cyberse/LIGHT/Level 4/ATK 2000/DEF 2000) in Defense Position. You can only activate 1 ""One-Time Passcode"" per turn."
90470931,Oni-Gami Combo,normal spell,"Target 1 face-up Xyz Monster you control and detach all of its Xyz Material; this turn, that target can attack twice during the same Battle Phase."
06595475,Onomatopaira,normal spell,"You can only activate 1 ""Onomatopaira"" per turn. Send 1 card from your hand to the Graveyard; add up to 2 of these monsters from your Deck to your hand (you cannot add 2 from the same category).<br><li> 1 ""Zubaba"" monster<br><li> 1 ""Gagaga"" monster<br><li> 1 ""Gogogo"" monster<br><li> 1 ""Dododo"" monster"
22993208,Onslaught of the Fire Kings,normal spell,"If only your opponent controls a monster: Special Summon 1 FIRE Beast, Beast-Warrior, or Winged Beast monster from your Deck, but its effects are negated, also destroy it during the End Phase. You can only activate 1 ""Onslaught of the Fire Kings"" per turn."
19523799,Ookazi,normal spell,Inflict 800 damage to your opponent.
26845680,Orcustrated Return,normal spell,"Send 1 ""Orcust"" or ""World Legacy"" monster from your hand or face-up field to the GY; draw 2 cards. You can only activate 1 ""Orcustrated Return"" per turn."
89023486,Original Sinful Spoils - Snake-Eye,normal spell,"Send 1 other face-up card you control to the GY; Special Summon 1 Level 1 FIRE monster from your hand or Deck. You can banish this card from your GY, then target 1 ""Snake-Eye"" or ""Diabellstar"" monster in your GY; add 1 Level 1 FIRE monster from your Deck to your hand, then place the targeted monster on the bottom of the Deck. You can only use 1 ""Original Sinful Spoils - Snake-Eye"" effect per turn, and only once that turn."
09113513,Ostinato,normal spell,"If you control no monsters: Fusion Summon 1 ""Melodious"" Fusion Monster from your Extra Deck, using 2 monsters from your hand and/or Deck as material. During the End Phase of this turn, destroy the monster Fusion Summoned by this effect, and if you do, if all the materials that were used for its Fusion Summon are in your GY, you can Special Summon all of them."
72204747,Over Destiny,normal spell,"Target 1 ""Destiny HERO"" monster in your Graveyard; Special Summon 1 ""Destiny HERO"" monster from your Deck whose Level is less than or equal to half of that target's Level. The Special Summoned monster is destroyed during the End Phase of this turn."
74852810,Overlay Capture,normal spell,"Target 1 face-up Xyz Monster your opponent controls that has Xyz Material and 1 face-up Xyz Monster you control; detach all Xyz Material from that opponent's monster, and if you do, attach this card to your monsters as an Xyz Material."
27068117,Overlay Regen,normal spell,Target 1 face-up Xyz Monster on the field; attach this card to it as material.
03659803,Overload Fusion,normal spell,"Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials mentioned on it from your field or GY."
60577362,Overpowering Eye,normal spell,Select 1 face-up Zombie-Type monster you control with 2000 or less ATK. It can attack your opponent directly this turn.
09720537,Owner's Seal,normal spell,Return control of all monsters on the field to their orginal owners.
75153328,Packet Swap,normal spell,"Target 1 face-up non-Link Monster you control and 1 Link Monster your opponent controls; switch control of those monsters. You can only activate 1 ""Packet Swap"" per turn."
74191942,Painful Choice,normal spell,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.
01033312,Painful Decision,normal spell,"Send 1 Level 4 or lower Normal Monster from your Deck to the Graveyard, and if you do, add 1 monster with the same name as that card from your Deck to your hand. You can only activate 1 ""Painful Decision"" per turn."
57902193,Painful Return,normal spell,"Your opponent chooses 1 monster in your Graveyard. During the End Phase, add that monster to your hand."
22842126,Pantheism of the Monarchs,normal spell,"Send 1 ""Monarch"" Spell/Trap Card from your hand to the Graveyard; draw 2 cards. You can banish this card from your Graveyard; reveal 3 ""Monarch"" Spell/Trap Cards from your Deck, your opponent chooses 1 for you to add to your hand, and you shuffle the rest back into your Deck. You can only use this effect of ""Pantheism of the Monarchs"" once per turn."
83102080,Parallel Twister,normal spell,"Send 1 other Spell/Trap Card you control to the Graveyard, then target 1 card on the field;destroy it."
54283059,Parallel World Fusion,normal spell,"Choose an ""Elemental HERO"" Fusion Monster in your Extra Deck whose listed Fusion Material Monsters are banished, shuffle the banished Fusion Material Monsters into the Deck, then Special Summon that Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.) You cannot Special Summon another monster(s) during the turn you activate this card."
58549532,Parametalfoes Fusion,normal spell,"Fusion Summon 1 ""Metalfoes"" Fusion Monster from your Extra Deck, using up to 1 monster each from your hand, field, and/or face-up Extra Deck as Fusion Material. You can only activate 1 ""Parametalfoes Fusion"" per turn."
39261576,Particle Fusion,normal spell,"Send, from your side of the field to the Graveyard, the Fusion Material Monsters that are listed on a ""Gem-Knight"" Fusion Monster Card, then Special Summon that Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.) When you do: Banish this card from the Graveyard to target 1 ""Gem-Knight"" Fusion Material Monster used for the Fusion Summon; the Fusion Summoned monster gains that monster's ATK until the End Phase."
52263685,Peeking Goblin,normal spell,Your opponent reveals the top 3 cards of their Deck. Choose one to place on the bottom of the Deck and place the other two on top of the Deck in any order.
72083436,Pegasus Wing,normal spell,"If you have a Union monster in your GY: Target any number of ""Valkyrie"" monsters you control; those monsters can attack directly this turn, but if they do so using this effect, their battle damage inflicted to your opponent is halved."
53208660,Pendulum Call,normal spell,"Discard 1 card; add 2 ""Magician"" Pendulum Monsters with different names from yourDeck to your hand, also, until the end of your opponent's next turn after this cardresolves, ""Magician"" cards in your Pendulum Zones cannot be destroyed by card effects. You can only activate 1 ""Pendulum Call"" per turn. You cannot activate this card if you activated a ""Magician"" monster's Pendulum Effect this turn."
65646587,Pendulum Fusion,normal spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Materials. If you have 2 cards in your Pendulum Zones, you can also use cards in your Pendulum Zones as Fusion Material(s). You can only activate 1 ""Pendulum Fusion"" per turn."
36111775,Pendulum Halt,normal spell,If you have 3 or more face-up Pendulum Monsters with different names in your Extra Deck: Draw 2 cards. You cannot add cards from the Deck to your hand for the rest of this turn after this card resolves.
38203732,Pendulum Paradox,normal spell,"Add 2 face-up Pendulum Monsters with the same Pendulum Scale but different names, from your Extra Deck to your hand. You can only activate 1 ""Pendulum Paradox"" per turn."
65914127,Pendulum Pendant,normal spell,"Banish 5 face-up Pendulum Monsters from your Extra Deck; place 1 Pendulum Monster from your Deck or face-up Extra Deck in your Pendulum Zone. You can banish this card from your GY, then target 1 card in any Pendulum Zone; reduce its Pendulum Scale by 1 (min. 0). You can only activate 1 ""Pendulum Pendant"" per turn."
74926274,Pendulum Rising,normal spell,"Send 1 monster you control to the Graveyard; Special Summon from your Main Deck, 1 Pendulum Monster with the same Level as the sent monster's original Level, but destroy it during the End Phase. You can only activate 1 ""Pendulum Risisng"" per turn."
83461421,Pendulum Storm,normal spell,"Destroy as many cards in each player's Pendulum Zones as possible, then you can destroy 1 Spell/Trap Card your opponent controls."
19501924,Pendulum Transfer,normal spell,"Target up to 2 Pendulum Monsters you control; place those targets in your Pendulum Zones. You can only activate 1 ""Pendulum Transfer"" per turn."
26237713,Pendulum Treasure,normal spell,"Add 1 Pendulum Monster from your Deck to your Extra Deck face-up. You can only activate 1 ""Pendulum Treasure"" per turn."
46005939,Pendulum Xyz,normal spell,"Target 2 cards in your Pendulum Zones; Special Summon both targets, but negate their effects, then, immediately after this effect resolves, Xyz Summon 1 Xyz Monster using only those 2 monsters. When you do, you can treat the Level of 1 of the monsters the same as the other monster's. You can only activate 1 ""Pendulum Xyz"" per turn."
46066477,Performance Hurricane,normal spell,"Target cards your opponent controls, up to the number of ""Performapal"" monsters you control; return them to the hand. You can only activate 1 ""Performance Hurricane"" per turn."
11481610,Performapal Popperup,normal spell,"Send up to 3 cards from your hand to the GY; draw that many cards, then you can Special Summon up to that many monsters from your hand, with different names, that are ""Performapal"" monsters, ""Magician"" Pendulum Monsters, and/or ""Odd-Eyes"" monsters, each with a Level between the Pendulum Scales of the 2 cards in your Pendulum Zones. If you did not Special Summon by this effect, you lose 1000 LP for each card in your hand. You can only activate 1 ""Performapal Popperup"" per turn."
71705144,Performapal Recasting,normal spell,"Reveal any number of ""Performapal"" monsters in your hand and shuffle them into the Deck, then draw card equal to the number of cards you shuffled into the Deck +1. You can only activate 1 ""Performapal Recasting"" per turn."
93224848,Phantasmal Martyrs,normal spell,"You can only activate this card while you have 2 or more cards in your hand, and have either ""Uria, Lord of Searing Flames"" or ""Hamon, Lord of Striking Thunder"" face-up on your side of the field. By sending your entire hand to the Graveyard, Special Summon 3 ""Phantasmal Martyr Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) in Attack Position on your side of the field."
71233859,Photon Booster,normal spell,"Target 1 face-up Level 4 or lower LIGHT monster on the field, except a Token; all face-up monsters on the field with its name become 2000 ATK until the End Phase."
15520842,Photon Hand,normal spell,"If you control a ""Photon"" or ""Galaxy"" monster: Pay 1000 LP, then target 1 monster your opponent controls; take control of it. If you do not control ""Galaxy-Eyes Photon Dragon"" at activation, you can only target an Xyz Monster. You can only activate 1 ""Photon Hand"" per turn."
17418744,Photon Sanctuary,normal spell,"Special Summon 2 ""Photon Tokens"" (Thunder-Type/LIGHT/Level 4/ATK 2000/DEF 0) in Defense Position. These Tokens cannot attack or be used as Synchro Material Monsters. You cannot Summon other monsters the turn you activate this card, except for LIGHT monsters."
09354555,Photon Veil,normal spell,"Shuffle 3 LIGHT monsters from your hand into the Deck, then add 1 to 3 Level 4 or lower LIGHT monsters from your Deck to the hand. If you add 2 or more monsters, they must have the same name."
33907039,Piri Reis Map,normal spell,"At the start of your Main Phase 1: Add 1 monster with 0 ATK from your Deck to your hand, but halve your LP. After adding it to your hand, until the end of the next turn after this card was activated, you cannot activate the added monster's effects, or the effects of cards with its name, until you Normal Summon that monster or a card with its name."
44227727,Plunder Patroll Shipshape Ships Shipping,normal spell,"Fusion Summon 1 Fiend Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. You can banish this card from your GY, then target 1 ""Plunder Patroll"" monster you control; equip 1 ""Emblem of the Plunder Patroll"", or 1 ""Plunder Patroll"" monster, from your Deck to that target. You can only use this effect of ""Plunder Patroll Shipshape Ships Shipping"" once per turn."
24094653,Polymerization,normal spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials."
27847700,Polymerization (Fusion),normal spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as material."
67169062,Pot of Avarice,normal spell,"Target 5 monsters in your GY; shuffle all 5 into the Deck, then draw 2 cards."
51790181,Pot of Benevolence,normal spell,"Select 2 cards from the Graveyard(s), and shuffle them into their owner's Deck(s). After activation, remove this card from play instead of sending it to the Graveyard. You can only activate 1 ""Pot of Benevolence"" per turn."
35261759,Pot of Desires,normal spell,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn."
98672567,Pot of Dichotomy,normal spell,"At the start of your Main Phase 1: Target 3 monsters with different Types in your Graveyard; Shuffle all 3 into the Deck, then draw 2 cards. You cannot conduct your Battle Phase the turn you activate this card."
98645731,Pot of Duality,normal spell,"Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 ""Pot of Duality"" per turn. You cannot Special Summon during the turn you activate this card."
49238328,Pot of Extravagance,normal spell,"At the start of your Main Phase 1: Banish 3 or 6 random face-down cards from your Extra Deck, face-down; draw 1 card for every 3 cards banished. For the rest of this turn after this card resolves, you cannot draw any cards by card effects."
70278545,Pot of Generosity,normal spell,Return 2 cards from your hand to your Deck. Then shuffle your Deck.
55144522,Pot of Greed,normal spell,Draw 2 cards.
84211599,Pot of Prosperity,normal spell,"Banish 3 or 6 cards of your choice from your Extra Deck, face-down; for the rest of this turn after this card resolves, any damage your opponent takes is halved, also excavate cards from the top of your Deck equal to the number of cards banished, add 1 excavated card to your hand, place the rest on the bottom of your Deck in any order. You can only activate 1 ""Pot of Prosperity"" per turn. You cannot draw cards by card effects the turn you activate this card."
96598015,Pot of Riches,normal spell,"Shuffle 3 Pendulum Monsters into the Deck, from your Graveyard and/or face-up in your Extra Deck, then draw 2 cards. You can only activate 1 ""Pot of Riches"" per turn. You cannot Special Summon the turn you activate this card, except by Pendulum Summon."
37630732,Power Bond,normal spell,"Send, from your hand or your side of the field to the Graveyard, Fusion Material Monsters that are listed on a Machine-Type Fusion Monster Card, then Special Summon that Fusion Monster from your Extra Deck, and it gains ATK equal to its original ATK. (This Special Summon is treated as a Fusion Summon.) During the End Phase of this turn, the player who activated this card takes damage equal to the original ATK of the monster (at the time it was Summoned)."
54289683,Power Capsule,normal spell,"Select 1 face-up ""Victory Viper XX03"" on your side of the field to activate this card. Select 1 effect of ""Victory Viper XX03"", and apply the effect as this card's effect."
13048472,Pre-Preparation of Rites,normal spell,"Add 1 Ritual Spell from your Deck to your hand, and add 1 Ritual Monster from your Deck or GY to your hand whose name is listed on that Ritual Spell. You can only activate 1 ""Pre-Preparation of Rites"" per turn."
31643613,Predapractice,normal spell,"Special Summon 1 ""Predaplant"" monster from your hand, then add 1 ""Predap"" card from your Deck to your hand, except ""Predapractice"", also for the rest of this turn after this card resolves, you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters. You can only activate 1 ""Predapractice"" per turn."
96729612,Preparation of Rites,normal spell,"Add 1 Level 7 or lower Ritual Monster from your Deck to your hand, then you can add 1 Ritual Spell from your GY to your hand."
23701465,Primal Seed,normal spell,"If ""Black Luster Soldier - Envoy of the Beginning"" or ""Chaos Emperor Dragon - Envoy of the End"" is on the field: Target 2 of your banished cards; add both those targets to your hand."
88617904,Promotion,normal spell,"Target 1 Level 3 or lower EARTH Warrior monster you control; send it to the GY, and if you do, Special Summon 1 Level 4 or higher EARTH Warrior monster from your Deck, then, if you control a ""Puppet"" monster that was originally an EARTH Warrior, that Special Summoned monster gains ATK/DEF equal to the number of cards currently in your opponent's GY x 100. You can only activate 1 ""Promotion"" per turn."
31328739,Psi-Impulse,normal spell,"Tribute 1 Psychic-Type monster. Return all cards in your opponent's hand to the Deck. The, they draw 3 cards."
16238373,Psychic Arsenal,normal spell,"Target 1 Psychic monster you control and pay LP equal to its Level x 200; add 1 Machine monster with the same Attribute, but a higher Level, from your Deck to your hand. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 each of your banished Psychic and Machine monsters; place 1 of them on the bottom of the Deck, and if you do, add the other to your hand. You can only use each effect of ""Psychic Arsenal"" once per turn."
09322133,Psychic Eraser Laser,normal spell,"Send 1 monster your opponent controls that was Special Summoned from the Extra Deck to the GY, then your opponent gains LP equal to the original ATK or DEF of that monster (whichever is higher). You can only activate 1 ""Psychic Eraser Laser"" per turn."
11047543,Psychic Feel Zone,normal spell,"Select 1 of your removed from play Psychic-Type Tuner monsters and 1 of your removed from play Psychic-Type non-Tuner monsters. Return them to the Graveyard to Special Summon 1 Psychic-Type Synchro Monster from your Extra Deck, whose Level is equal to the combined Levels of the returned monsters, in face-up Defense Position."
25401880,Psychic Path,normal spell,Pay 800 Life Points and select up to 2 of your removed from play Psychic-Type monsters. Add them to your hand.
32180819,Psychokinesis,normal spell,Activate only while you control a face-up Psychic-Type monster. Destroy 1 card on the field and take 1000 damage.
01969506,Puppet Ritual,normal spell,"If your opponent's Life Points are at least 2000 higher than yours: You can target 2 Level 8 ""Gimmick Puppet"" monsters in your Graveyard; Special Summon those targets. You can only activate 1 ""Puppet Ritual"" per turn. You cannot conduct your Battle Phase the turn you activate this card."
38723936,Question,normal spell,"When activating this card, your opponent cannot check cards in the Graveyard. Your opponent calls the name of the first monster found at the bottom of your Graveyard. If he/she calls it right, the monster is removed from play. If he/she calls it wrong, the monster is Special Summoned to your side of the field."
27980138,Quill Pen of Gulldos,normal spell,Target 2 WIND monsters in your Graveyard and 1 card on the field; shuffle both of those first 2 targets into your Deck and return the other to the hand.
37318031,R - Righteous Justice,normal spell,"Destroy Spell/Traps on the field equal to the number of ""Elemental HERO"" cards you control."
50692511,Raidraptor - Call,normal spell,"Target 1 ""Raidraptor"" monster you control; Special Summon 1 monster with the same name as that monster on the field from your hand or Deck in Defense Position. You can only activate 1 ""Raidraptor - Call"" per turn. You cannot Special Summon monsters during the turn you activate this card, except ""Raidraptor"" monsters."
12580477,Raigeki,normal spell,Destroy all monsters your opponent controls.
56260110,Raimei,normal spell,Decrease your opponent's Life Points by 300 points.
66719324,Rain of Mercy,normal spell,Increase the Life Points of both players by 1000 points.
63945693,Rainbow Bridge,normal spell,"Add 1 ""Crystal"" Spell/Trap from your Deck to your hand."
71345905,Rank-Down-Magic Numeron Fall,normal spell,"Target 1 ""Utopia"" monster you control; Special Summon from your Extra Deck, 1 ""Utopia"" monster with a lower Rank than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) The monster Xyz Summoned by this effect gains this effect.<br><li>If this card attacks, or is attacked by an opponent's monster, the opponent's monster's effects are negated during the Battle Phase only."
57734012,Rank-Up-Magic - The Seventh One,normal spell,"To activate this card, you must draw it for your normal draw in yourDraw Phase, reveal it, and keep it revealed until the start of Main Phase 1. At the start of your Main Phase 1 that same turn, you canSpecial Summon, from your Extra Deck or Graveyard, 1 monster that has a number between ""Number 101"" and ""Number 107"" in its name, except ""Number C"" monsters. Then Xyz Summon, from your Extra Deck, 1 ""Number C"" monster with the same number in its name as the first monster, by using it as the Xyz Material. You can only apply theeffect of ""Rank-Up-Magic - The Seventh One"" once per Duel."
96142517,Rank-Up-Magic Admiration of the Thousands,normal spell,"Target 1 or more Xyz Monsters in each Graveyard, all of the sameRank; Special Summon from your Extra Deck, 1 ""Number C"" or ""CXyz""monster that is 1 Rank higher than those monsters, and attach those monsters to it as Xyz Materials. You cannot Special Summon other monsters during the turn you activate this card. You can only activate 1 ""Rank-Up-Magic Admiration of the Thousands"" per turn."
94220427,Rank-Up-Magic Argent Chaos Force,normal spell,"Target 1 Rank 5 or higher Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Number C"" or ""CXyz"" monster that is 1 Rank higher than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) When a Rank 5 or higher Xyz Monster is Special Summoned to your side of the field while this card is in your Graveyard (except during the Damage Step): You can add this card from your Graveyard to your hand. You can only use this effect of ""Rank-Up-Magic Argent Chaos Force"" once per Duel."
45950291,Rank-Up-Magic Astral Force,normal spell,"Target the 1 Xyz Monster you control with the highest Rank (your choice, if tied); Special Summon from your Extra Deck, 1 monster with the same Type and Attribute as that monster you control but 2 Ranks higher, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) During your Draw Phase, if this card is in your Graveyard, instead of conducting your normal draw: You can add this card from your Graveyard to your hand. You cannot Special Summon during the turn you activate this effect, except by the effect of ""Rank-Up-Magic Astral Force""."
47660516,Rank-Up-Magic Barian's Force,normal spell,"Target 1 face-up Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Number C"" or ""CXyz"" monster with the same Type as that monster you control but 1 Rank higher, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to that target also become Xyz Materials on the Summoned monster.) Then, if possible, detach 1 Xyz Material from a monster your opponent controls and attach it to the Summoned monster as an Xyz Material."
92365601,Rank-Up-Magic Limited Barian's Force,normal spell,"Target 1 Rank 4 Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Number C"" monster that is 1 Rank higher than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to that target also become Xyz Materials on the Summoned monster.)"
48333324,Rank-Up-Magic Numeron Force,normal spell,"Target 1 face-up Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Number C"" monster with the same Type as that monster you control, but 1 Rank higher, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) Then, if any face-up cards are on the field other than this card and the monster Summoned by it, negate the effects of those other cards."
41201386,Rank-Up-Magic Raid Force,normal spell,"Target 1 face-up Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Raidraptor"" monster that is 1 Rank higher than that target, by using that target as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materialsattached to that target also become Xyz Materials on the Summoned monster.) You can banish this card from your Graveyard and 1 ""Raidraptor"" card from your hand, then target 1 ""Rank-Up-Magic"" Spell Card in your Graveyard, except ""Rank-Up-Magic Raid Force""; add it to your hand."
58988903,Rank-Up-Magic Skip Force,normal spell,"Target 1 ""Raidraptor"" Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Raidraptor"" monster that is 2 Ranks higher than that target, by using that target as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to that target also become Xyz Materials on the Summoned monster.) During your Main Phase, except the turn this card was sent to the Graveyard: You can banishthis card and 1 ""Raidraptor"" monster from your Graveyard, then target 1 ""Raidraptor"" Xyz Monster in your Graveyard; Special Summon it."
23581825,Rank-Up-Magic Soul Shave Force,normal spell,"Pay half your LP, then target 1 ""Raidraptor"" Xyz Monster in your Graveyard; Special Summon it, then Special Summon from your Extra Deck, 1 Xyz Monster that is 2 Ranks higher than that monster, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon.)"
36224040,Rank-Up-Magic Zexal Force,normal spell,"Target 1 Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Utopia"" or ""ZW -"" monster that is 1 Rank higher than that monster you control, by using it as material, and if you do, take 1 ""ZW -"" or ""ZS -"" monster from your Deck and place it on top of your Deck. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) If your opponent's LP are at least 2000 higher than yours: You can banish this card from your GY; draw 1 card. You can only use this effect of ""Rank-Up-Magic Zexal Force"" once per turn."
94681654,Raptor Wing Strike,normal spell,"Return 1 face-up ""Blackwing"" monster you control to the Deck. Add 1 ""Blackwing"" monster from your Deck to your hand."
60876124,Rare Value,normal spell,"If you control 2 or more ""Crystal Beast"" cards in your Spell & Trap Zone: Your opponent chooses 1 ""Crystal Beast"" card in your Spell & Trap Zone, you send it to the GY, and if you do, you draw 2 cards."
63854005,Ready Fusion,normal spell,"Pay 1000 LP; Special Summon 1 Level 6 or lower non-Effect Fusion Monster from your Extra Deck, but it cannot attack, also destroy it during the End Phase. (This is treated as a Fusion Summon.) You can only activate 1 ""Ready Fusion"" per turn."
17462320,Realm Elegy,normal spell,"Add 1 ""Veda"" monster from your Deck to your hand. If a face-up Tuner(s) you control is destroyed by battle or card effect while ""Visas Starfrost"" is on the field and this card is in your GY: You can banish this card, then target 1 of those destroyed monsters; add it to your hand. You can only use this effect of ""Realm Elegy"" once per turn."
