sifra,ime,tip,efekt 
93729896,Nightmare Throne,field spell,"When this card is activated: You can take 1 Fiend monster with 0 ATK/DEF from your Deck, and either add it to your hand or destroy it. Once per turn, if a face-up ""Yubel"" monster(s) you control leaves the field by card effect: You can add to your hand 1 ""Yubel"" monster from your Deck, GY, or banishment, whose original Level is 1 higher or lower than 1 of those monsters, then you can Special Summon it, ignoring its Summoning conditions. You can only activate 1 ""Nightmare Throne"" per turn."
55742055,Noble Knights of the Round Table,field spell,"During your End Phase: You can activate each of these effects up to once per turn, depending on the total number of ""Noble Knight"" cards with different names in your Graveyard and/or you control.<br><li>3 or more: Send 1 ""Noble Knight"" card from your Deck to the Graveyard.<br><li>6 or more: Special Summon 1 ""Noble Knight"" monster from your hand, then you can equip 1 ""Noble Arms"" Equip Spell Card from your hand to that monster.<br><li>9 or more: Target 1 ""Noble Knight"" monster in your Graveyard; add that target to your hand.<br><li>12: Draw 1 card."
25807544,Normal Arms Museum,field spell,"All FIRE Warrior monsters you control gain 500 ATK. Once per turn: You can pay 1200 LP; add 1 ""Noble Arms"" card from your Deck to your hand, except ""Noble Arms Museum"". Once per turn, if the previous effect was applied this turn: You can target 1 ""Noble Knight"" Monster Card in your Spell & Trap Zone; Special Summon it, also, if you activated this effect while you did not control ""Infernoble Knight Emperor Charles"", you cannot Special Summon monsters for the rest of this turn, except Warrior monsters."
15388353,"Nouvelles Restaurant ""At Table""",field spell,"When this card is activated: You can add 1 ""Recipe"" card from your Deck or GY to your hand. Once per turn: You can place 1 Ritual Monster from your hand on the bottom of the Deck; draw 1 card. Once per turn, during your End Phase: You can target 2 cards in your GY, including a ""Recipe"" card; place them on the bottom of your Deck in any order, then draw 1 card. You can only activate 1 ""Nouvelles Restaurant ""At Table"" per turn."
41418852,Numeron Network,field spell,"During your Main Phase, send 1 ""Numeron"" Normal Spell Card that meets its activation conditions from your Deck to the GY; this effect becomes that Spell's effect when that card is activated. You can only use this effect of ""Numeron Network"" once per turn. ""Numeron"" Xyz Monsters you control can activate effects without detaching material(s)."
03055018,"Obsidim, the Ashened City",field spell,"Face-up Special Summoned monsters your opponent controls become Pyro during your turn only. You can only use each of the following effects of ""Obsidim, the Ashened City"" once per turn. During your End Phase: You can target 1 ""Obsidim, the Ashened City"" in your GY; place it on the bottom of your Deck, then draw 1 card. If this card in the Field Zone is destroyed or banished: You can Special Summon 1 ""Ashened"" monster from your Deck."
60448701,Ogdoadic Origin,field spell,"If a face-up Reptile monster(s) you control is destroyed by battle or an opponent's card effect: You can target 1 card your opponent controls; send it to the GY. If this card in the Field Zone is destroyed by your opponent's card effect: You can send cards from the top of your opponent's Deck to the GY, equal to the number of Reptile monsters with different names in your GY. You can only use each effect of ""Ogdoadic Origin"" once per turn."
90011152,Ojama Country,field spell,"Once per turn, you can send 1 ""Ojama"" card from your hand to the Graveyard to Special Summon 1 ""Ojama"" monster from your Graveyard. While you control a face-up ""Ojama"" monster switch the original ATK and DEF of all monsters on the field."
26493435,Onomatopia,field spell,"Each time a ""Utopia"" monster(s) is Special Summoned to your side of the field, place 1 Hi-Five the Sky Counter on this card. All monsters you control gain 200 ATK and DEF for each Hi-Five the Sky Counter on this card. Once per turn: You can remove 2 Hi-Five the Sky Counters from this card; Special Summon 1 ""Zubaba"", ""Gagaga"", ""Gogogo"", or ""Dododo"" monster from your Deck."
32354768,Oracle of Zefra,field spell,"When this card is activated: Add 1 ""Zefra"" monster from your Deck to your hand. When you Ritual Summon using a ""Zefra"" monster, or Special Summon using a ""Zefra"" monster as Material, you can activate these effect depending on the monster Summoned, once per turn per effect:<br><li>Ritual: Shuffle 1 monster on the field into the Deck.<br><li>Fusion: Special Summon 1 monster from your Deck.<br><li>Synchro: Choose 1 monster from your Deck and place it on top of your Deck.<br><li>Xyz: Draw 1 card, then discard 1 card.<br>You can only activate 1 ""Oracle of Zefra"" per turn."
90351981,Orcustrated Babel,field spell,"You can activate the effects of ""Orcust"" monsters in your GY, or of Link Monsters you control with ""Orcust"" in their original names, as Quick Effects. During your Main Phase, if this card is in your GY, except the turn it was sent to the GY: You can send 1 card from your hand to the GY; add this card to your hand."
60946968,"Otherworld - The ""A"" Zone",field spell,"If your opponent's monster battles an ""Alien"" monster you control, the opponent's monster loses 300 ATK and DEF during damage calculation only."
49370016,P.U.N.K. JAM Extreme Session,field spell,"Once per turn: You can banish 1 ""P.U.N.K."" card from your GY; Special Summon 1 ""P.U.N.K."" monster from your hand. If a Psychic monster you control paid LP to activate its effect: You can draw 1 card. You can use this effect of ""P.U.N.K. JAM Extreme Session"" up to twice per turn."
02819435,"Pacifis, the Phantasm City",field spell,"(This card's name is always treated as ""Umi"".)<br>You cannot Normal or Special Summon Effect Monsters the turn you activate either of this card's effects (even if this card leaves the field). Once per turn, if you Normal or Special Summon exactly 1 Normal Monster (and no other cards): Add 1 ""Phantasm Spiral"" card from your Deck to your hand. If your opponent activates a card or effect (except during the Damage Step), and you control no Tokens: You can Special Summon 1 ""Phantasm Spiral Token"" (Wyrm-Type/WATER/Level 8/ATK 2000/DEF 2000)."
61557074,Palace of the Elemental Lords,field spell,"All monsters you control gain ATK/DEF equal to the number of different Attributes in your GY X 200. Once per turn: You can add 1 ""Elementsaber"" monster from your Deck to your hand, but skip the Battle Phase of your next turn (even if this card leaves the field). Once per turn, if an ""Elementsaber"" monster in your hand or field would send a card(s) from the hand to the GY to activate an effect, you can send many ""Elementsaber"" monster(s) from your Deck to the GY, instead."
94585852,Pandemonium,field spell,"Neither player has to pay LP during the Standby Phase for ""Archfiend"" monsters. When an ""Archfiend"" monster is destroyed and sent to the GY, except by battle: Its owner can add 1 ""Archfiend"" monster from their Deck to their hand with a lower Level than the destroyed card."
82460246,Peaceful Planet Calarium,field spell,"When this card is activated: You can add 1 ""Mannadium"" monster or 1 ""Visas Starfrost"" from the Deck to your hand. LIGHT monsters you control gain 100 ATK for each Tuner you control and in your GY. If a face-up Tuner(s) you control is destroyed by battle or card effect: You can target 1 of those monsters; Special Summon it. You can only use this effect of ""Peaceful Planet Calarium"" once per turn. You can only activate 1 ""Peaceful Planet Calarium"" per turn."
13764602,Perfect Sync - A-Un,field spell,"When this card is activated: You can add 1 ""Dual Avatar"" monster from your Deck to your hand. If you control a ""Dual Avatar"" Effect Monster: You can Special Summon 1 ""Dual Avatar Spirit Token"" (Warrior/LIGHT/Level 2/ATK 0/DEF 0), also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Fusion Monsters. You can only use this effect of ""Perfect Sync - A-Un"" once per turn. You can only activate 1 ""Perfect Sync - A-Un"" per turn."
55553602,Performapal Dramatic Theater,field spell,"Monsters you control gain 200 ATK for each monster you control with a different Type. Once per turn, if you control 4 ""Performapal"" monsters with different Types: You can Special Summon 1 ""Odd-Eyes"" monster from your hand, Deck, or Graveyard."
93031067,Plunder Patroll Shipyarrrd,field spell,"Plunder Patroll"" monsters you control gain 500 ATK for each ""Plunder Patroll"" card in your Spell & Trap Zone. You can only use each of the following effects of ""Plunder Patroll Shipyarrrd"" once per turn.<br><li>You can discard 1 card; add 1 ""Plunder Patroll"" card from your Deck to your hand, except ""Plunder Patroll Shipyarrrd"".<br><li>If this card is in your GY: You can target 1 ""Plunder Patroll"" card in your Spell & Trap Zone; Set this card, and if you do, return that target to the hand"
16269385,Prank-Kids Place,field spell,"When this card is activated: You can add 1 ""Prank-Kids"" monster from your Deck to your hand. Once per turn, if you Fusion Summon a ""Prank-Kids"" Fusion Monster (except during the Damage Step): You can have all monsters you control gain 500 ATK (even if this card leaves the field). Once per turn, if you Link Summon a ""Prank-Kids"" Link Monster (except during the Damage Step): You can have all monsters your opponent controls lose 500 ATK (even if this card leaves the field). You can only activate 1 ""Prank-Kids Place"" per turn."
71832012,Pressured Planet Wraitsoth,field spell,"When this card is activated: You can add 1 ""Kashtira"" monster from your Deck to your hand. Monsters you control gain 100 ATK/DEF for each different Attribute on the field. If a ""Kashtira Shangri-Ira"" you control activates an effect (except during the Damage Step): You can target 1 card on the field; destroy it. You can only use this effect of ""Pressured Planet Wraitsoth"" once per turn. You can only activate 1 ""Pressured Planet Wraitsoth"" per turn."
77103950,Primeval Planet Perlereino,field spell,"When this card is activated: You can add 1 ""Tearlaments"" monster or 1 ""Visas Starfrost"" from your Deck to your hand. Fusion Monsters and ""Tearlaments"" monsters you control gain 500 ATK. If a ""Tearlaments"" monster(s) you control or in your GY is shuffled into the Deck or Extra Deck (except during the Damage Step): You can target 1 card on the field; destroy it. You can only use this effect of ""Primeval Planet Perlereino"" once per turn. You can only activate 1 ""Primeval Planet Perlereino"" per turn."
56063182,Primitive Planet Reichphobia,field spell,"When this card is activated: You can add 1 ""Scareclaw"" monster or ""Visas Starfrost"" from your Deck to your hand. Monsters your opponent controls lose 100 ATK/DEF for each Defense Position monster on the field. If 3 or more Defense Position monsters are on the field: You can target 1 card your opponent controls; destroy it. You can only use this effect of ""Primitive Planet Reichphobia"" once per turn. You can only activate 1 ""Primitive Planet Reichphobia"" per turn."
77584012,Pseudo Space,field spell,"Once per turn, you can remove from play 1 Field Spell Card in your Graveyard to have this card be treated as that card, and gain the same effects until the End Phase."
00575512,PSY-Frame Circuit,field spell,"If a ""PSY-Frame"" monster(s) is Special Summoned to your side of the field (except during the Damage Step), you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using only ""PSY-Frame"" monsters you control. At the start of the Damage Step, if a ""PSY-Frame"" monster you control battles an opponent's monster: You can discard 1 ""PSY-Frame"" monster; your battling monster gains ATK equal to the discarded monster's ATK until the end of this turn."
78710386,R.B. Funk Dock,field spell,"When this card is activated: Add 1 ""R.B."" card from your Deck to your hand, except ""R.B. Funk Dock"". Each time a monster(s) your opponent controls is destroyed by battle or card effect, gain 500 LP. If a face-up ""R.B."" monster(s) you control leaves the field by card effect (except during the Damage Step): You can Special Summon 1 ""R.B."" monster from your Deck. You can only use this effect of ""R.B. Funk Dock"" once per turn. You can only activate 1 ""R.B. Funk Dock"" per turn."
79698395,Realm of Danger!,field spell,"Your opponent cannot target ""Danger!"" monsters you control with card effects during the turn they are Special Summoned. Once per turn: You can target 1 ""Danger!"" monster you control; while you control that face-up monster and this face-up card, that monster can attack directly, also your opponent's monsters cannot target it for attacks, but it does not prevent your opponent from attacking you directly."
36099620,Realm of Light,field spell,"Each time a card(s) is sent from your Deck to the Graveyard, place 1 Shine Counter on this card. All ""Lightsworn"" monsters gain 100 ATK for each Shine Counter. If this card would be destroyed by a card effect, remove 2 Shine Counters instead."
17000165,Reptilianne Recoil,field spell,"You can target 1 monster you control with 0 ATK and 1 DARK Reptile monster in your GY; destroy that monster on the field, and if you do, Special Summon that other monster from the GY. If your opponent activates a monster effect: You can target 1 monster your opponent controls with 0 ATK; take control of it, then, Special Summon 1 ""Reptilianne Token"" (Reptile/EARTH/Level 1/ATK 0/DEF 0) to your opponent's field. You can only use each effect of ""Reptilianne Recoil"" once per turn."
63899465,Rescue-ACE HQ,field spell,"While your opponent controls a monster, all ""Rescue-ACE"" monsters you control gain 500 ATK/DEF. During your Main Phase, you can Normal Summon 1 ""Rescue-ACE"" monster, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) Once per turn: You can target 4 of your ""Rescue-ACE"" cards that are banished and/or in your GY; shuffle them into the Deck, then draw 1 card."
76136345,Revolving Switchyard,field spell,"If a Level 10 EARTH Machine-Type monster(s) is Normal or Special Summoned to your field (except during the Damage Step): You can activate this effect; your opponent takes no battle damage for the rest of this turn (even if this card leaves the field), also you Special Summon 1 Level 4 EARTH Machine-Type monster with 1800 or more ATK from your Deck, and if you do, it becomes Level 10. You can send 1 card from your hand to the Graveyard; add 1 Level 10 EARTH Machine-Type monster from your Deck to your hand. You can only use 1 ""Revolving Switchyard"" effect per turn, and only once that turn."
76869711,Rikka Konkon,field spell,"If you control a ""Rikka"" monster: You can Set 1 ""Rikka"" Spell/Trap directly from your Deck to your Spell & Trap Zone, also you cannot Special Summon monsters for the rest of this turn, except Plant monsters. You can only use this effect of ""Rikka Konkon"" once per turn. Once per turn, if you would Tribute a Plant monster you control to activate a ""Rikka"" card or effect, you can Tribute any 1 face-up monster your opponent controls, even though you do not control it."
45778932,Rising Air Current,field spell,Increase the ATK of all WIND monsters by 500 and decreases their DEF by 400 points.
95658967,Ritual Sanctuary,field spell,"You can discard 1 Spell Card; add 1 LIGHT Ritual Monster or 1 Ritual Spell Card from your Deck to your hand. You can shuffle any number of Spell Cards from your Graveyard into the Deck, then target 1 LIGHT Fairy-Type monster in your Graveyard whose Level equals the number of cards you shuffled into the Deck; Special Summon it. You can only use each effect of ""Ritual Sanctuary"" once per turn."
92107604,Runick Fountain,field spell,"You can activate ""Runick"" Quick-Play Spell Cards from your hand during your opponent's turn. Once per turn, if you activate a ""Runick"" Quick-Play Spell Card: You can target up to 3 ""Runick"" Quick-Play Spells in your GY; place them on the bottom of your Deck in any order, then draw the same number of cards."
55276522,Ryu-Ge War Zone,field spell,"When this card is activated: Take 1 Dinosaur, 1 Sea Serpent, and 1 Wyrm monster from your Deck, add 1 to your hand, banish 1, and send 1 to the GY, also you cannot Special Summon for the rest of this turn, except Dragon, Dinosaur, Sea Serpent, or Wyrm monsters. If you have ""Sosei Ryu-Ge Mistva"" in your Extra Deck face-up: You can Special Summon 3 ""Ryu-Ge"" monsters with different Types, 1 each from your Deck, GY, and banishment. You can only use each effect of ""Ryu-Ge War Zone"" once per turn."
06798031,Ryzeal Cross,field spell,"You cannot Xyz Summon monsters with the same name as a card you control. You can target 2 ""Ryzeal"" cards in your GY, except ""Ryzeal Cross""; place them on the bottom of the Deck in any order, then draw 1 card. You can only use this effect of ""Ryzeal Cross"" once per turn. Once per turn, when a monster effect activated by your opponent resolves, you can detach 1 material from a ""Ryzeal"" Xyz Monster you control, and if you do, negate that effect."
23377425,S-Force Bridgehead,field spell,"When this card is activated: You can add 1 ""S-Force"" monster from your Deck to your hand. When an opponent's monster declares an attack on your ""S-Force"" monster in its same column: You can activate this effect; that monster you control cannot be destroyed by that battle. You can only use this effect of ""S-Force Bridgehead"" once per turn. You can only activate 1 ""S-Force Bridgehead"" per turn."
73787254,Saber Vault,field spell,"Each face-up ""X-Saber"" monster on the field gains 100 ATK x its Level, and loses 100 DEF x its Level."
24793135,Sacred Scrolls of the Gizmek Legend,field spell,"During your Main Phase: You can excavate the top 3 cards of your Deck, and if you do, you can add 1 excavated Machine monster whose ATK equals its own DEF to your hand, also banish the remaining cards face-down. You can only use this effect of ""Sacred Scrolls of the Gizmek Legend"" once per turn. Each time a Machine monster(s) whose ATK equals its own DEF is Normal or Special Summoned, place 1 counter on this card. While this card has 10 or more counters, neither player can activate the effects of monsters on the field whose ATK does not equal their own DEF."
01295111,Salamangreat Sanctuary,field spell,"If you Link Summon a ""Salamangreat"" Link Monster, you can use 1 ""Salamangreat"" Link Monster you control with its same name as the entire material. During damage calculation, if your monster battles: You can pay 1000 LP, then target 1 Link Monster you control; make its ATK 0, and if you do, gain LP equal to its original ATK. You can only use each effect of ""Salamangreat Sanctuary"" once per turn."
30336082,Sangen Summoning,field spell,"During your Main Phase 1, FIRE Dragon monsters you control are unaffected by your opponent's activated effects. During your Main Phase: You can add 1 ""Tenpai Dragon"" monster from your Deck to your hand, then discard 1 card. You can only use this effect of ""Sangen Summoning"" once per turn. If this card is destroyed during the Battle Phase: You can target 1 Dragon Synchro Monster you control; double its ATK."
01127737,Sargasso the D.D. Battlefield,field spell,"When a player Xyz Summons a monster: That player takes 500 damage. During each End Phase, if the turn player controls an Xyz Monster, that player takes 500 damage."
32391631,Savage Colosseum,field spell,"If a monster attacks, its controller gains 300 Life Points at the end of the Damage Step. All monsters must attack, if able. During the End Phase, destroy all face-up Attack Position monsters the turn player controls, that did not declare an attack."
28388296,Scrap Factory,field spell,"All ""Scrap"" monsters gain 200 ATK and DEF. When a face-up ""Scrap"" monster(s) on the field is destroyed by a card effect and sent to the Graveyard (except during the Damage Step): You can Special Summon 1 ""Scrap"" monster from your Deck. You can only use this effect of ""Scrap Factory"" once per turn."
68462976,Secret Village of the Spellcasters,field spell,"If only you control a Spellcaster monster, your opponent cannot activate Spell Cards. If you control no Spellcaster monsters, you cannot activate Spell Cards."
11102908,Shien's Castle of Mist,field spell,"When a ""Six Samurai"" monster is attacked, the attacking monster loses 500 ATK during damage calculation only."
40005099,Shiranui Style Synthesis,field spell,"Once per turn, if you control no monsters: You can send 1 card from your hand to the Graveyard, then activate 1 of these effects.<br><li>Target 1 Zombie-Type monster with 0 DEF in your Graveyard; Special Summon it.<br><li>Target 1 of your banished Zombie-Type monsters with 0 DEF; return it to the Graveyard.<br>You can only activate 1 ""Shiranui Synthesis"" per turn."
04215636,Shrine of Mist Valley,field spell,"Once per turn, when a WIND monster(s) is destroyed by a card effect and sent to your Graveyard (except during the Damage Step): You can Special Summon 1 Level 3 or lower WIND monster from your hand or Deck. Its effects are negated."
27813661,Sky Iris,field spell,"Magician"", ""Performapal"", and ""Odd-Eyes"" cards in your Pendulum Zones cannot betargeted by an opponent's card effects. You can target 1 other face-up card youcontrol; destroy it, and if you do, add 1 ""Odd-Eyes"" card from your Deck to your hand. You can only use this effect of ""Sky Iris"" once per turn"
50005218,Sky Striker Airspace - Area Zero,field spell,"You can target 1 other card you control; excavate the top 3 cards of your Deck, and if you do, you can add 1 excavated ""Sky Striker"" card to your hand, also shuffle the rest back into the Deck, then, if you excavated a ""Sky Striker"" card, send the targeted card to the GY. If this card in the Field Zone is sent to the GY by a card effect: You can Special Summon 1 ""Sky Striker Ace"" monster from your Deck. You can only use each effect of ""Sky Striker Airspace - Area Zero"" once per turn."
63035430,Skyscraper,field spell,"When an ""Elemental HERO"" monster attacks, if its ATK is lower than the ATK of the attack target, the attacking monster gains 1000 ATK during damage calculation only."
47596607,Skyscraper 2 - Hero City,field spell,"Once per turn, during your Main Phase, if you control this card: You can target 1 ""Elemental HERO"" monster in your GY that was destroyed by battle; Special Summon that target."
47870325,Smile Action,field spell,"When this card is activated: Each player can banish up to 5 Spells from their own GY, face-down. If a monster declares an attack: The attacked player activates this effect;<br><li>You (the attacked player) can randomly add 1 of your cards banished by this card's effect to your hand, then you can discard it and negate that attack, but if you do not discard that added card, any battle damage you take this turn is doubled (even if this card leaves the field)."
86318356,Sogen,field spell,Increases the ATK and DEF of all Beast-Warrior and Warrior-Type monsters by 200 points.
29650040,Solfachord Harmonia,field spell,"You can activate 1 of these effects;<br><li>Add 1 face-up ""Solfachord"" Pendulum Monster from your Extra Deck to your hand.<br><li>Increase the Pendulum Scale of 1 ""Solfachord"" card in your Pendulum Zone by its Level this turn.<br><li>If you control ""Solfachord"" Pendulum Monster Cards with at least 3 different even Pendulum Scales or at least 3 different odd Pendulum Scales, destroy 1 card your opponent controls.<br>You can only use each effect of ""Solfachord Harmonia"" once per turn."
81231742,Sorcerous Spell Wall,field spell,All monsters you control gain 300 ATK during your turn only. All monsters you control gain 300 DEF during your opponent's turn only
06909330,Soul Binding Gate,field spell,"To activate this card you must control no monsters, and a Set Spell/Trap(s) you control must have been destroyed by card effect this turn. During the Main Phase, if exactly 1 monster with less ATK than your LP is Summoned and you have ""Z-ONE"" in your GY: Destroy that monster, and if you do, take 800 damage, then inflict 800 damage to your opponent."
69408987,Spider Web,field spell,"If a monster declares an attack, it is changed to Defense Position at the end of the Damage Step. It cannot change its battle position until the End Phase of its controller's next turn, while this card remains on the field."
60600821,Spring,field spell,"Once per turn: You can choose any number of your unused Main Monster Zones, and if you do, place that number of Season Counters on this card, also those zones cannot be used while this card is on the field. Monsters you control gain 400 ATK for each Season Counter on this card. Once per turn, during your opponent's End Phase: You can take 1 Field Spell from your Deck that you can place a Season Counter on, and place it face-up on your field (but neither player can activate its effects this turn), and if you do, place all Season Counters on this card on that card."
54631665,SPYRAL Resort,field spell,"Your opponent cannot target other ""SPYRAL"" cards you control with card effects. Once per turn: You can add 1 ""SPYRAL"" monster from your Deck to your hand. Once per turn, during your End Phase, shuffle 1 monster from your Graveyard into the Deck or destroy this card."
22555834,Stairway to a Fabled Realm,field spell,"When this card is activated: You can send 1 ""Fabled"" monster from your Deck to the GY. You can target 1 ""Fabled"" monster in your GY; discard 2 cards, and if you do, add that monster to your hand. You can only use this effect of ""Stairway to a Fabled Realm"" once per turn. If your ""Fabled"" monster attacks an opponent's monster and you have less cards in your hand than your opponent, your monster gains ATK equal to the difference in the number of cards x 200, during damage calculation only. You can only activate 1 ""Stairway to a Fabled Realm"" per turn."
41371602,Stand Up Centur-Ion!,field spell,"Cannot be destroyed by your opponent's card effects while you control a ""Centur-Ion"" Monster Card. You can only use each of the following effects of ""Stand Up Centur-Ion!"" once per turn. During your Main Phase, if this card was activated this turn: You can send 1 card from your hand to the GY; place 1 ""Centur-Ion"" monster from your Deck in your Spell & Trap Zone as a face-up Continuous Trap. If a monster(s) is Special Summoned, you can: Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using monsters you control as material, including a ""Centur-Ion"" monster."
01003840,Starlight Junktion,field spell,"You can Tribute 1 Tuner monster; Special Summon 1 ""Synchron"" monster from your Deck with a different Level than the Tributed monster had on the field. During your opponent's turn, if you Special Summoned a Synchro Monster from your Extra Deck: Target 1 card on the field; shuffle it into the Deck. You can only use each effect of ""Starlight Junktion"" once per turn."
58406094,Starry Knight Sky,field spell,"During your Main Phase, you can Normal Summon 1 ""Starry Knight"" monster, or 1 Level 7 LIGHT Dragon monster, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) During your turn, if a face-up Level 7 LIGHT Dragon monster you control returns to the hand: You can draw 1 card. You can only use this effect of ""Starry Knight Sky"" once per turn."
15306543,Stars Align Above the Shrine,field spell,"Once per turn: You can Ritual Summon 1 WIND Ritual Monster from your Deck, by Tributing Spirit monsters and/or ""Shinobird Token(s)"" from your field, whose total Levels equal or exceed the Ritual Monster's Level. Twice per turn, if a face-up WIND monster(s) you control is returned to your hand (except during the Damage Step): You can activate 1 of these effects;<br><li>Add 1 of your Spirit monsters or Ritual Spells that is banished or in your GY to your hand.<br><li>Set 1 ""Stars Align across the Milky Way"" directly from your Deck."
20212491,Stray Purrely Street,field spell,"Your opponent cannot target ""Purrely"" monsters you control with card effects, the turn they are Special Summoned. Once per turn, if a face-up ""Purrely"" Xyz Monster(s) you control leaves the field because of an opponent's card: Special Summon 1 Level 1 ""Purrely"" monster from your Deck or GY. Once per turn, during the End Phase: You can target 1 ""Purrely"" Xyz Monster on the field; attach 1 ""Purrely"" Quick-Play Spell from your Deck or GY to that monster as material."
18114794,Summon Breaker,field spell,"During Main Phase 1, if the turn player successfully conducts their third Summon of a monster(s) this turn: It becomes the End Phase."
48015771,Summon Over,field spell,"Each time a monster(s) is Special Summoned, place 1 Summon Counter on this card (max 6). This card with 6 Summon Counters cannot be destroyed by card effects. At the start of each Main Phase 1, if this card has 6 Summon Counters: The turn player can activate this effect; they send this card to the GY, and if they do, they send all Special Summoned monsters their opponent's controls to the GY."
10424147,Super Quantal Mech Ship Magnacarrier,field spell,"Discard 1 card, then target 1 ""Super Quantum"" monster you control; Special Summon from your Extra Deck, 1 ""Super Quantal Mech Beast"" Xyz Monster with the same Attribute as that monster you control by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon.) You can send this card from the Field Zone to the Graveyard, then target 3 ""Super Quantal Mech Beast"" Xyz Monsters with different names you control and/or in your Graveyard; Special Summon 1 ""Super Quantal Mech King Great Magnus"" from your Extra Deck, and if you do, attach the targeted monsters and their Materials to it as Xyz Materials."
72043279,Supreme King's Castle,field spell,"You can Fusion Summon Fusion Monsters that must be Special Summoned with ""Dark Fusion"", with effects other than ""Dark Fusion"". Once per turn, during damage calculation, if your Fiend monster battles an opponent's monster: You can send 1 ""Evil HERO"" monster from your Deck or Extra Deck to the GY; your monster gains ATK equal to the Level of the monster sent to the GY x 200, until the end of this turn (even if this card leaves the field)."
75304793,Symph Amplifire,field spell,"Each time an effect of a ""Symphonic Warrior"" card is activated, place 1 Symphonic Counter on this card when that effect resolves. All ""Symphonic Warrior"" monsters on the field gain 100 ATK for each Symphonic Counter on this card. Once per turn: You can remove 5 or 7 Symphonic Counters from your field; apply this effect, depending on the number of Symphonic Counters removed.<br><li>5 Counters: Inflict 300 damage to your opponent for each ""Symphonic Warrior"" card on the field.<br><li>7 Counters: Banish cards your opponent controls and/or in their Graveyard, up to the number of ""Symphonic Warrior"" cards on the field."
36742774,Synchro World,field spell,"Each time a monster is Synchro Summoned, place 2 Signal Counters on this card. If this card in its owner's control is destroyed by an opponent's card effect: You can Special Summon 1 ""Crimson Dragon"" from your Extra Deck. You can remove 4, 7, or 10 Signal Counters from your field; apply the appropriate effect.<br><li>4: Increase or decrease the Level of 1 face-up monster you control by 1.<br><li>7: Special Summon 1 Tuner from your GY.<br><li>10: Special Summon 1 Synchro Monster from your GY."
34225426,Tearlaments Perlegia,field spell,"Fusion Monsters and ""Tearlaments"" monsters you control gain 500 ATK. If an Aqua ""Tearlaments"" monster is sent to your GY by card effect (except during the Damage Step): You can send 1 Level 4 or lower Aqua monster from your Deck to the GY, but if you sent a non-""Tearlaments"" monster to the GY, for the rest of this turn you cannot activate cards, or the effects of cards, with the same name as that sent card. You can only use this effect of ""Tearlaments Perlegia"" once per turn."
92481084,Temple of the Mind's Eye,field spell,Any battle damage a player takes becomes 1000.
53819808,Temple of the Six,field spell,"Each time a ""Six Samurai"" monster(s) is Normal or Special Summoned, place 1 Bushido Counter on this card. Monsters your opponent controls lose 100 ATK for each Bushido Counter on this card."
09597987,Tenchi Kaimei,field spell,"(This card is always treated as a ""Ninjitsu Art"" card.)<br>When a ""Ninja"" monster you control inflicts battle damage to your opponent: You can target 1 card your opponent controls; destroy it. If this face-up card in its owner's Field Zone has left the field because of an opponent's effect, and is now in the GY or banished: You can target any number of ""Ninja"" monsters with different names in your GY; Special Summon them in face-down Defense Position."
77946022,Tenyinfinity,field spell,"When this card is activated: You can add 1 ""Vessel for the Dragon Cycle"" or ""Heavenly Dragon Circle"" from your Deck to your hand. You can Tribute 1 Wyrm monster, then target 1 monster on the field; destroy it. You can only use this effect of ""Tenyinfinity"" once per turn. Once per turn, during your End Phase: You can send this card to the GY, and if you do, place 1 ""Flawless Perfection of the Tenyi"" from your Deck or GY, face-up in your Field Zone. You can only activate 1 ""Tenyinfinity"" per turn."
33017655,The Gates of Dark World,field spell,"All Fiend monsters gain 300 ATK/DEF. Once per turn: You can banish 1 Fiend monster from your GY; discard 1 Fiend monster, then draw 1 card."
33981008,The Grand Spellbook Tower,field spell,"Once per turn, during your Standby Phase, if you have a Spellcaster-Type monster on your side of the field or in your Graveyard: You can return 1 ""Spellbook"" Spell Card from your Graveyard to the bottom of your Deck, except ""The Grand Spellbook Tower"", then draw 1 card. When this card is destroyed by your opponent's card and sent to the Graveyard: You can Special Summon 1 Spellcaster-Type monster from your hand or Deck whose Level is less than or equal to the number of ""Spellbook"" Spell Cards in your Graveyard."
05697558,The Hidden City,field spell,"When this card is activated: You can add 1 ""Subterror"" monster from your Deck to your hand. Once per turn: You can change 1 face-down Defense Position ""Subterror"" monster you control to face-up Attack or Defense Position. Once per turn, when an opponent's monster declares an attack: You can change 1 face-down Defense Position ""Subterror"" monster you control to face-up Attack or Defense Position, then you can negate the attack. You can only activate 1 ""The Hidden City"" per turn."
08794055,"The Most Distant, Deepest Depths",field spell,"While you control a Fish Synchro Monster, this card cannot be destroyed, or banished, by card effects. You can only use each of the following effects of ""The Most Distant, Deepest Depths"" once per turn. You can banish 1 Fish monster from your hand or GY; add 1 ""Ghoti"" monster from your Deck to your hand. If a Fish monster(s) is Normal or Special Summoned to your field, while this card is in your GY (except during the Damage Step): You can target 1 Fish monster you control; banish it, and if you do, add this card to your hand."
